LOCATION,Country,SUBJECT,Subject,MEASURE,Measure,FREQUENCY,Frequency,TIME,Period,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1978-Q4,Q4-1978,USD,US Dollar,6,Millions,2015,2015,2447833.9,E,Estimated value
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1979-Q1,Q1-1979,USD,US Dollar,6,Millions,2015,2015,2484443.2,E,Estimated value
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1979-Q2,Q2-1979,USD,US Dollar,6,Millions,2015,2015,2529837.9,E,Estimated value
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1979-Q3,Q3-1979,USD,US Dollar,6,Millions,2015,2015,2549132,E,Estimated value
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1979-Q4,Q4-1979,USD,US Dollar,6,Millions,2015,2015,2560211.8,E,Estimated value
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1980-Q1,Q1-1980,USD,US Dollar,6,Millions,2015,2015,2570006,E,Estimated value
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1980-Q2,Q2-1980,USD,US Dollar,6,Millions,2015,2015,2556458,E,Estimated value
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1980-Q3,Q3-1980,USD,US Dollar,6,Millions,2015,2015,2613721,E,Estimated value
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1980-Q4,Q4-1980,USD,US Dollar,6,Millions,2015,2015,2669275.3,E,Estimated value
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1981-Q1,Q1-1981,USD,US Dollar,6,Millions,2015,2015,2685640,E,Estimated value
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1981-Q2,Q2-1981,USD,US Dollar,6,Millions,2015,2015,2718505.9,E,Estimated value
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1981-Q3,Q3-1981,USD,US Dollar,6,Millions,2015,2015,2712459.5,E,Estimated value
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1981-Q4,Q4-1981,USD,US Dollar,6,Millions,2015,2015,2732258.8,E,Estimated value
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1982-Q1,Q1-1982,USD,US Dollar,6,Millions,2015,2015,2774130.7,E,Estimated value
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1982-Q2,Q2-1982,USD,US Dollar,6,Millions,2015,2015,2793176.9,E,Estimated value
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1982-Q3,Q3-1982,USD,US Dollar,6,Millions,2015,2015,2805383.2,E,Estimated value
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1982-Q4,Q4-1982,USD,US Dollar,6,Millions,2015,2015,2844366.8,E,Estimated value
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1983-Q1,Q1-1983,USD,US Dollar,6,Millions,2015,2015,2846160.5,E,Estimated value
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1983-Q2,Q2-1983,USD,US Dollar,6,Millions,2015,2015,2867562.3,E,Estimated value
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1983-Q3,Q3-1983,USD,US Dollar,6,Millions,2015,2015,2910468.3,E,Estimated value
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1983-Q4,Q4-1983,USD,US Dollar,6,Millions,2015,2015,2934716.1,E,Estimated value
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1984-Q1,Q1-1984,USD,US Dollar,6,Millions,2015,2015,2968514.6,E,Estimated value
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1984-Q2,Q2-1984,USD,US Dollar,6,Millions,2015,2015,3013470.5,E,Estimated value
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1984-Q3,Q3-1984,USD,US Dollar,6,Millions,2015,2015,3050297.2,E,Estimated value
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1984-Q4,Q4-1984,USD,US Dollar,6,Millions,2015,2015,3055562,E,Estimated value
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1985-Q1,Q1-1985,USD,US Dollar,6,Millions,2015,2015,3130440.7,E,Estimated value
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1985-Q2,Q2-1985,USD,US Dollar,6,Millions,2015,2015,3193830.6,E,Estimated value
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1985-Q3,Q3-1985,USD,US Dollar,6,Millions,2015,2015,3235623.7,E,Estimated value
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1985-Q4,Q4-1985,USD,US Dollar,6,Millions,2015,2015,3278606.6,E,Estimated value
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1986-Q1,Q1-1986,USD,US Dollar,6,Millions,2015,2015,3291643.9,E,Estimated value
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1986-Q2,Q2-1986,USD,US Dollar,6,Millions,2015,2015,3283556.7,E,Estimated value
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1986-Q3,Q3-1986,USD,US Dollar,6,Millions,2015,2015,3302791.4,E,Estimated value
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1986-Q4,Q4-1986,USD,US Dollar,6,Millions,2015,2015,3328841.2,E,Estimated value
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1987-Q1,Q1-1987,USD,US Dollar,6,Millions,2015,2015,3326453.5,E,Estimated value
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1987-Q2,Q2-1987,USD,US Dollar,6,Millions,2015,2015,3396162.5,E,Estimated value
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1987-Q3,Q3-1987,USD,US Dollar,6,Millions,2015,2015,3464095.2,E,Estimated value
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1987-Q4,Q4-1987,USD,US Dollar,6,Millions,2015,2015,3553288.7,E,Estimated value
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1988-Q1,Q1-1988,USD,US Dollar,6,Millions,2015,2015,3638113.3,E,Estimated value
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1988-Q2,Q2-1988,USD,US Dollar,6,Millions,2015,2015,3632801.7,E,Estimated value
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1988-Q3,Q3-1988,USD,US Dollar,6,Millions,2015,2015,3713847.6,E,Estimated value
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1988-Q4,Q4-1988,USD,US Dollar,6,Millions,2015,2015,3752985,E,Estimated value
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1989-Q1,Q1-1989,USD,US Dollar,6,Millions,2015,2015,3854242,E,Estimated value
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1989-Q2,Q2-1989,USD,US Dollar,6,Millions,2015,2015,3803916,E,Estimated value
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1989-Q3,Q3-1989,USD,US Dollar,6,Millions,2015,2015,3870472.3,E,Estimated value
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1989-Q4,Q4-1989,USD,US Dollar,6,Millions,2015,2015,3990389.3,E,Estimated value
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1990-Q1,Q1-1990,USD,US Dollar,6,Millions,2015,2015,3971404.4,E,Estimated value
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1990-Q2,Q2-1990,USD,US Dollar,6,Millions,2015,2015,4096661.3,E,Estimated value
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1990-Q3,Q3-1990,USD,US Dollar,6,Millions,2015,2015,4165351.8,E,Estimated value
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1990-Q4,Q4-1990,USD,US Dollar,6,Millions,2015,2015,4157438.4,E,Estimated value
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1991-Q1,Q1-1991,USD,US Dollar,6,Millions,2015,2015,4193662.9,E,Estimated value
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1991-Q2,Q2-1991,USD,US Dollar,6,Millions,2015,2015,4243417,E,Estimated value
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1991-Q3,Q3-1991,USD,US Dollar,6,Millions,2015,2015,4234023,E,Estimated value
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1991-Q4,Q4-1991,USD,US Dollar,6,Millions,2015,2015,4263759.9,E,Estimated value
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1992-Q1,Q1-1992,USD,US Dollar,6,Millions,2015,2015,4265086,E,Estimated value
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1992-Q2,Q2-1992,USD,US Dollar,6,Millions,2015,2015,4280020.4,E,Estimated value
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1992-Q3,Q3-1992,USD,US Dollar,6,Millions,2015,2015,4285056.4,E,Estimated value
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1992-Q4,Q4-1992,USD,US Dollar,6,Millions,2015,2015,4257739.1,E,Estimated value
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1993-Q1,Q1-1993,USD,US Dollar,6,Millions,2015,2015,4305717.8,E,Estimated value
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1993-Q2,Q2-1993,USD,US Dollar,6,Millions,2015,2015,4278456.4,E,Estimated value
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1993-Q3,Q3-1993,USD,US Dollar,6,Millions,2015,2015,4247742.9,E,Estimated value
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1993-Q4,Q4-1993,USD,US Dollar,6,Millions,2015,2015,4274503.8,E,Estimated value
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1994-Q1,Q1-1994,USD,US Dollar,6,Millions,2015,2015,4312753.2,,
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1994-Q2,Q2-1994,USD,US Dollar,6,Millions,2015,2015,4289022.7,,
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1994-Q3,Q3-1994,USD,US Dollar,6,Millions,2015,2015,4338356.5,,
JPN,Japan,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1994-Q4,Q4-1994,USD,US Dollar,6,Millions,2015,2015,4320919.1,,
GBR,United Kingdom,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1962-Q1,Q1-1962,USD,US Dollar,6,Millions,2015,2015,837406.5,,
GBR,United Kingdom,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1962-Q2,Q2-1962,USD,US Dollar,6,Millions,2015,2015,845319.4,,
GBR,United Kingdom,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1962-Q3,Q3-1962,USD,US Dollar,6,Millions,2015,2015,850112.2,,
GBR,United Kingdom,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1962-Q4,Q4-1962,USD,US Dollar,6,Millions,2015,2015,846477.4,,
GBR,United Kingdom,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1963-Q1,Q1-1963,USD,US Dollar,6,Millions,2015,2015,850348.1,,
GBR,United Kingdom,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1963-Q2,Q2-1963,USD,US Dollar,6,Millions,2015,2015,887891.5,,
GBR,United Kingdom,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1963-Q3,Q3-1963,USD,US Dollar,6,Millions,2015,2015,892116,,
GBR,United Kingdom,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1963-Q4,Q4-1963,USD,US Dollar,6,Millions,2015,2015,911667.7,,
GBR,United Kingdom,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1964-Q1,Q1-1964,USD,US Dollar,6,Millions,2015,2015,917859.7,,
GBR,United Kingdom,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1964-Q2,Q2-1964,USD,US Dollar,6,Millions,2015,2015,934929.3,,
GBR,United Kingdom,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1964-Q3,Q3-1964,USD,US Dollar,6,Millions,2015,2015,938381.8,,
GBR,United Kingdom,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1964-Q4,Q4-1964,USD,US Dollar,6,Millions,2015,2015,952567.2,,
GBR,United Kingdom,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1965-Q1,Q1-1965,USD,US Dollar,6,Millions,2015,2015,949725.8,,
GBR,United Kingdom,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1965-Q2,Q2-1965,USD,US Dollar,6,Millions,2015,2015,950337,,
GBR,United Kingdom,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1965-Q3,Q3-1965,USD,US Dollar,6,Millions,2015,2015,958121.2,,
GBR,United Kingdom,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1965-Q4,Q4-1965,USD,US Dollar,6,Millions,2015,2015,964474.1,,
GBR,United Kingdom,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1966-Q1,Q1-1966,USD,US Dollar,6,Millions,2015,2015,965910.8,,
GBR,United Kingdom,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1966-Q2,Q2-1966,USD,US Dollar,6,Millions,2015,2015,971175.4,,
GBR,United Kingdom,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1966-Q3,Q3-1966,USD,US Dollar,6,Millions,2015,2015,974520.7,,
GBR,United Kingdom,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1966-Q4,Q4-1966,USD,US Dollar,6,Millions,2015,2015,970049.6,,
GBR,United Kingdom,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1967-Q1,Q1-1967,USD,US Dollar,6,Millions,2015,2015,982830.3,,
GBR,United Kingdom,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1967-Q2,Q2-1967,USD,US Dollar,6,Millions,2015,2015,996983.5,,
GBR,United Kingdom,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1967-Q3,Q3-1967,USD,US Dollar,6,Millions,2015,2015,1001663.7,,
GBR,United Kingdom,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1967-Q4,Q4-1967,USD,US Dollar,6,Millions,2015,2015,1006987.2,,
GBR,United Kingdom,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1968-Q1,Q1-1968,USD,US Dollar,6,Millions,2015,2015,1043211.8,,
GBR,United Kingdom,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1968-Q2,Q2-1968,USD,US Dollar,6,Millions,2015,2015,1038992.6,,
GBR,United Kingdom,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1968-Q3,Q3-1968,USD,US Dollar,6,Millions,2015,2015,1059359.3,,
GBR,United Kingdom,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1968-Q4,Q4-1968,USD,US Dollar,6,Millions,2015,2015,1063830.4,,
GBR,United Kingdom,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1969-Q1,Q1-1969,USD,US Dollar,6,Millions,2015,2015,1060956.9,,
GBR,United Kingdom,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1969-Q2,Q2-1969,USD,US Dollar,6,Millions,2015,2015,1069373.7,,
GBR,United Kingdom,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1969-Q3,Q3-1969,USD,US Dollar,6,Millions,2015,2015,1075383.4,,
GBR,United Kingdom,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1969-Q4,Q4-1969,USD,US Dollar,6,Millions,2015,2015,1079881.4,,
GBR,United Kingdom,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1970-Q1,Q1-1970,USD,US Dollar,6,Millions,2015,2015,1072686.8,,
GBR,United Kingdom,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1970-Q2,Q2-1970,USD,US Dollar,6,Millions,2015,2015,1099020.3,,
GBR,United Kingdom,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1970-Q3,Q3-1970,USD,US Dollar,6,Millions,2015,2015,1109672.7,,
GBR,United Kingdom,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1970-Q4,Q4-1970,USD,US Dollar,6,Millions,2015,2015,1119756.8,,
GBR,United Kingdom,B1_GE,Gross domestic product - expenditure approach,VPVOBARSA,"US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",Q,Quarterly,1971-Q1,Q1-1971,USD,US Dollar,6,Millions,2015,2015,1113382.5,,
